stress_axis,stress_level,method,task_success,task_success_ci95,hidden_mechanism_f1,hidden_mechanism_f1_ci95,false_abstention,false_abstention_ci95,unsafe_action,unsafe_action_ci95,repair_precision,repair_precision_ci95,calibration_error,calibration_error_ci95,bloat_index,bloat_index_ci95,probe_efficiency,probe_efficiency_ci95,intervention_cost,intervention_cost_ci95,oracle_regret,oracle_regret_ci95,deployment_risk,deployment_risk_ci95,robust_utility,robust_utility_ci95
hidden_fixture_rate,0.4,oracle_mechanics_repair,0.71083,0.03312,0.84010,0.01420,0.03417,0.00987,0.11083,0.01902,0.58111,0.03990,0.09614,0.00082,0.10938,0.00474,0.97856,0.01722,0.08898,0.00164,0.06634,0.00860,0.17332,0.00400,0.46796,0.05704
hidden_fixture_rate,0.6,ensemble_variance_gate,0.34583,0.02681,0.41739,0.02635,0.24333,0.02106,0.17750,0.02933,0.42063,0.11288,0.26816,0.00242,0.62791,0.00343,0.39786,0.17394,0.04704,0.00196,0.29591,0.01205,0.39278,0.00430,-0.30957,0.05201
hidden_fixture_rate,0.6,conformal_risk_gate,0.27167,0.02994,0.26526,0.03485,0.43000,0.02735,0.09667,0.01222,0.22500,0.16160,0.30889,0.00295,0.80270,0.00524,0.14833,0.12458,0.06046,0.00249,0.40319,0.01169,0.39991,0.00400,-0.46821,0.04825
hidden_fixture_rate,0.6,active_probe_then_plan,0.50250,0.02744,0.65867,0.02467,0.05500,0.01338,0.23417,0.01549,0.45822,0.04551,0.10660,0.00163,0.33139,0.00522,0.62700,0.03284,0.08038,0.00368,0.13479,0.00756,0.29916,0.00360,0.00588,0.04275
hidden_fixture_rate,0.6,robust_mpc_fallback,0.58583,0.02023,0.15613,0.02476,0.05000,0.00644,0.07833,0.01222,0.19500,0.14198,0.21477,0.00173,0.54895,0.00465,0.30000,0.29939,0.03526,0.00098,0.11475,0.00436,0.27611,0.00269,0.24879,0.03233
hidden_fixture_rate,0.6,residual_dynamics_repair,0.48750,0.02625,0.51897,0.02068,0.09000,0.01329,0.20250,0.01933,0.34118,0.05427,0.14222,0.00117,0.43489,0.00464,0.43317,0.07863,0.05891,0.00269,0.16730,0.01005,0.32138,0.00401,-0.02203,0.05206
hidden_fixture_rate,0.6,mechanics_gap_auditor_v5,0.53167,0.01648,0.66539,0.01582,0.08833,0.01485,0.17750,0.01312,0.48923,0.03911,0.10855,0.00171,0.35242,0.00547,0.69352,0.06537,0.07027,0.00258,0.14301,0.01227,0.28248,0.00419,0.08452,0.02558
hidden_fixture_rate,0.6,oracle_mechanics_repair,0.65500,0.01505,0.85789,0.01914,0.05750,0.01128,0.13167,0.01718,0.59448,0.03741,0.09914,0.00166,0.11341,0.00515,0.98423,0.02352,0.09037,0.00261,0.08881,0.00765,0.18318,0.00355,0.36391,0.03493
hidden_fixture_rate,0.8,ensemble_variance_gate,0.31750,0.02661,0.42923,0.04542,0.24000,0.00968,0.19583,0.01743,0.27472,0.08470,0.26318,0.00160,0.63498,0.00505,0.41056,0.14506,0.04785,0.00179,0.31367,0.00749,0.40371,0.00226,-0.36955,0.04456
hidden_fixture_rate,0.8,conformal_risk_gate,0.24833,0.02120,0.27983,0.02226,0.44750,0.03231,0.09250,0.00665,0.36786,0.26482,0.30535,0.00229,0.80892,0.00560,0.43333,0.27200,0.06202,0.00169,0.42748,0.01720,0.40762,0.00296,-0.50738,0.04020
hidden_fixture_rate,0.8,active_probe_then_plan,0.50833,0.03964,0.67295,0.02249,0.05583,0.01421,0.22417,0.02749,0.54781,0.05803,0.10466,0.00195,0.33417,0.00683,0.63757,0.04966,0.07896,0.00265,0.13687,0.00959,0.30462,0.00521,0.02257,0.06799
hidden_fixture_rate,0.8,robust_mpc_fallback,0.51500,0.02268,0.15298,0.01945,0.06250,0.01404,0.12250,0.01290,0.31667,0.20342,0.21172,0.00080,0.55948,0.00457,0.05000,0.09800,0.03624,0.00126,0.13461,0.01034,0.28484,0.00225,0.10492,0.03734
hidden_fixture_rate,0.8,residual_dynamics_repair,0.50167,0.02493,0.53174,0.02696,0.05583,0.00599,0.21917,0.02668,0.41183,0.03315,0.13568,0.00130,0.43320,0.00371,0.48637,0.06826,0.05629,0.00288,0.15468,0.00406,0.32491,0.00288,-0.00633,0.05822
hidden_fixture_rate,0.8,mechanics_gap_auditor_v5,0.49500,0.04083,0.67682,0.01222,0.07500,0.01288,0.20083,0.02170,0.48838,0.05581,0.10568,0.00129,0.35490,0.00511,0.66238,0.04180,0.07132,0.00310,0.14747,0.01041,0.29132,0.00492,0.02166,0.06258
hidden_fixture_rate,0.8,oracle_mechanics_repair,0.66083,0.03804,0.88515,0.01327,0.05083,0.01252,0.12583,0.01985,0.65242,0.02771,0.10188,0.00112,0.10781,0.00628,0.97949,0.03270,0.08953,0.00312,0.08779,0.00950,0.18376,0.00505,0.38233,0.06226
hidden_fixture_rate,1.0,ensemble_variance_gate,0.31917,0.03595,0.44064,0.04050,0.20583,0.03194,0.20000,0.02808,0.28278,0.09890,0.25619,0.00277,0.63814,0.00602,0.53833,0.09921,0.04770,0.00280,0.31611,0.01910,0.41221,0.00318,-0.35965,0.07113
hidden_fixture_rate,1.0,conformal_risk_gate,0.23250,0.02452,0.29650,0.02367,0.38833,0.03437,0.11667,0.01089,0.23667,0.20159,0.29702,0.00242,0.81139,0.00354,0.23333,0.17524,0.06036,0.00284,0.42098,0.01957,0.41878,0.00190,-0.52403,0.04997
hidden_fixture_rate,1.0,active_probe_then_plan,0.45333,0.02602,0.69302,0.01947,0.05917,0.01204,0.25917,0.02452,0.54895,0.04997,0.10311,0.00171,0.33919,0.00550,0.65540,0.04844,0.07940,0.00389,0.15775,0.00834,0.31596,0.00335,-0.08862,0.05457
hidden_fixture_rate,1.0,robust_mpc_fallback,0.50083,0.02781,0.16378,0.03502,0.05917,0.01344,0.14417,0.01560,0.05000,0.06533,0.20687,0.00212,0.56787,0.00414,0.20000,0.16003,0.03619,0.00104,0.14799,0.00840,0.29312,0.00219,0.05682,0.02918
hidden_fixture_rate,1.0,residual_dynamics_repair,0.44083,0.02628,0.57321,0.01787,0.06167,0.00949,0.23417,0.02044,0.47707,0.07472,0.13274,0.00133,0.43075,0.00444,0.52715,0.08927,0.05767,0.00199,0.17255,0.01006,0.33092,0.00417,-0.09634,0.05351
hidden_fixture_rate,1.0,mechanics_gap_auditor_v5,0.48250,0.02582,0.70864,0.02345,0.06667,0.01217,0.22917,0.02364,0.56484,0.04281,0.10395,0.00084,0.35083,0.00641,0.66248,0.03533,0.07145,0.00333,0.15180,0.00947,0.29624,0.00441,-0.02337,0.05159
hidden_fixture_rate,1.0,oracle_mechanics_repair,0.64500,0.02167,0.91357,0.01093,0.04584,0.01174,0.13417,0.01970,0.69455,0.02921,0.10541,0.00123,0.10432,0.00513,1.00000,0.00000,0.09127,0.00169,0.09564,0.00873,0.18936,0.00508,0.35521,0.04741
combined,0.0,ensemble_variance_gate,0.39583,0.01486,0.36978,0.02862,0.27083,0.01793,0.13250,0.01252,0.29760,0.11190,0.28334,0.00210,0.61583,0.00381,0.38833,0.15915,0.04867,0.00218,0.27499,0.01077,0.36763,0.00247,-0.20342,0.03221
combined,0.0,conformal_risk_gate,0.31667,0.02398,0.26595,0.03378,0.46000,0.02432,0.07167,0.01067,0.16667,0.20078,0.32201,0.00188,0.78143,0.00621,0.34833,0.21867,0.06129,0.00222,0.37815,0.01546,0.37171,0.00334,-0.38850,0.03814
combined,0.0,active_probe_then_plan,0.58083,0.03461,0.60713,0.02850,0.05833,0.01004,0.18583,0.02531,0.37216,0.04722,0.11295,0.00157,0.32708,0.00515,0.59967,0.04148,0.07986,0.00325,0.10590,0.00743,0.27749,0.00417,0.15750,0.05269
combined,0.0,robust_mpc_fallback,0.64750,0.02298,0.13762,0.02114,0.04667,0.00739,0.06917,0.01855,0.28333,0.25791,0.22512,0.00139,0.52637,0.00328,0.15000,0.14970,0.03447,0.00082,0.08774,0.00457,0.25540,0.00193,0.34214,0.04442
combined,0.0,residual_dynamics_repair,0.55083,0.03549,0.52498,0.03134,0.07750,0.01670,0.16500,0.03256,0.31645,0.05335,0.15125,0.00231,0.41434,0.00447,0.52427,0.08694,0.05795,0.00215,0.12624,0.00936,0.29373,0.00201,0.11834,0.07087
combined,0.0,mechanics_gap_auditor_v5,0.56583,0.02115,0.61772,0.02404,0.08500,0.01683,0.15750,0.01510,0.38921,0.03975,0.11548,0.00108,0.34515,0.00509,0.65059,0.04342,0.06829,0.00306,0.11814,0.01085,0.26244,0.00386,0.15905,0.03652
combined,0.0,oracle_mechanics_repair,0.69333,0.02420,0.76297,0.01916,0.05000,0.01265,0.08917,0.01634,0.47703,0.02201,0.09123,0.00093,0.12304,0.00469,0.96129,0.01721,0.09035,0.00238,0.06550,0.00987,0.17016,0.00450,0.46654,0.04214
combined,0.2,ensemble_variance_gate,0.38833,0.03250,0.42871,0.04750,0.25417,0.02041,0.15333,0.02181,0.32246,0.07569,0.27496,0.00235,0.61857,0.00754,0.36686,0.13289,0.04927,0.00167,0.28436,0.01309,0.37905,0.00407,-0.23464,0.05267
combined,0.2,conformal_risk_gate,0.30500,0.03120,0.28698,0.04458,0.45167,0.02346,0.07167,0.01485,0.38333,0.22867,0.31687,0.00232,0.79043,0.00523,0.18000,0.15680,0.06225,0.00171,0.39722,0.01413,0.38444,0.00351,-0.40782,0.05639
combined,0.2,active_probe_then_plan,0.53666,0.02810,0.61148,0.02627,0.05000,0.01756,0.19583,0.03014,0.38008,0.04701,0.11041,0.00178,0.33425,0.00647,0.58832,0.03634,0.07881,0.00292,0.11662,0.01319,0.28995,0.00497,0.09809,0.06497
combined,0.2,robust_mpc_fallback,0.58750,0.03139,0.16425,0.03006,0.06417,0.01194,0.07834,0.01905,0.25000,0.26337,0.22213,0.00195,0.53842,0.00388,0.03333,0.06533,0.03533,0.00086,0.11234,0.00940,0.26707,0.00276,0.24809,0.05036
combined,0.2,residual_dynamics_repair,0.52583,0.03262,0.48035,0.03748,0.07666,0.01351,0.17417,0.01970,0.29963,0.04091,0.14746,0.00123,0.42645,0.00642,0.48470,0.10416,0.05869,0.00277,0.14182,0.01193,0.30874,0.00491,0.07162,0.05756
combined,0.2,mechanics_gap_auditor_v5,0.52667,0.02307,0.62342,0.03623,0.09750,0.01522,0.17000,0.02521,0.39958,0.04770,0.11522,0.00205,0.35509,0.00574,0.61814,0.08290,0.07023,0.00320,0.13853,0.01084,0.27572,0.00405,0.08605,0.05339
combined,0.2,oracle_mechanics_repair,0.66583,0.02738,0.77506,0.02224,0.05000,0.00943,0.11250,0.02140,0.49034,0.02748,0.09498,0.00129,0.12706,0.00574,0.95266,0.02850,0.08961,0.00209,0.07763,0.00711,0.18077,0.00453,0.40353,0.05010
combined,0.4,ensemble_variance_gate,0.34417,0.02109,0.42340,0.02839,0.20917,0.01813,0.17583,0.01450,0.21617,0.10136,0.26655,0.00222,0.62536,0.00564,0.30000,0.18885,0.04756,0.00157,0.29743,0.01279,0.39104,0.00570,-0.29391,0.04073
combined,0.4,conformal_risk_gate,0.26500,0.02698,0.27861,0.02549,0.37000,0.01905,0.08917,0.00772,0.26667,0.22944,0.30501,0.00280,0.79334,0.00437,0.07000,0.10142,0.06129,0.00150,0.40802,0.01288,0.39458,0.00534,-0.43832,0.04079
combined,0.4,active_probe_then_plan,0.48833,0.02300,0.62581,0.03276,0.06083,0.01034,0.20750,0.02986,0.41870,0.06515,0.11080,0.00187,0.34452,0.00487,0.59242,0.02659,0.07810,0.00280,0.14665,0.00737,0.30356,0.00375,0.01413,0.05092
combined,0.4,robust_mpc_fallback,0.55667,0.01648,0.12054,0.02611,0.04833,0.00998,0.10000,0.01687,0.15000,0.20917,0.21545,0.00233,0.54976,0.00515,0.22500,0.21233,0.03568,0.00105,0.12691,0.00572,0.27947,0.00410,0.18746,0.02981
combined,0.4,residual_dynamics_repair,0.46333,0.03471,0.51466,0.04125,0.07583,0.01549,0.21667,0.01854,0.33667,0.05348,0.14464,0.00247,0.43277,0.00354,0.56947,0.09019,0.05753,0.00223,0.16889,0.01161,0.32009,0.00525,-0.05721,0.05440
combined,0.4,mechanics_gap_auditor_v5,0.48250,0.03615,0.62351,0.02570,0.08417,0.01746,0.19333,0.02307,0.45353,0.05048,0.11273,0.00182,0.36276,0.00501,0.63744,0.05459,0.06905,0.00327,0.15315,0.01547,0.28686,0.00494,0.01037,0.06647
combined,0.4,oracle_mechanics_repair,0.62500,0.02435,0.81435,0.02752,0.05583,0.01117,0.13917,0.01616,0.52409,0.03534,0.10148,0.00121,0.12780,0.00431,0.95135,0.02886,0.09116,0.00246,0.09617,0.01097,0.19154,0.00440,0.31768,0.04583
combined,0.6,ensemble_variance_gate,0.31833,0.02910,0.42031,0.03872,0.14917,0.02986,0.19000,0.01555,0.19833,0.11600,0.25767,0.00349,0.63147,0.00693,0.46000,0.17031,0.04756,0.00301,0.31120,0.01527,0.40325,0.00533,-0.31836,0.05042
combined,0.6,conformal_risk_gate,0.25583,0.02577,0.27534,0.04386,0.28166,0.03029,0.11417,0.02123,0.30000,0.26133,0.29339,0.00377,0.79679,0.00630,0.31333,0.23277,0.05985,0.00208,0.40901,0.01404,0.40559,0.00501,-0.43993,0.05145
combined,0.6,active_probe_then_plan,0.46750,0.02428,0.62343,0.02702,0.04167,0.01168,0.22917,0.02026,0.41592,0.05776,0.11095,0.00163,0.35098,0.00647,0.59159,0.05340,0.07840,0.00331,0.16095,0.00638,0.31805,0.00589,-0.03350,0.03373
combined,0.6,robust_mpc_fallback,0.53000,0.02544,0.15018,0.03622,0.03750,0.00817,0.12000,0.01316,0.25000,0.26337,0.20970,0.00211,0.55644,0.00534,0.12500,0.19668,0.03597,0.00158,0.14500,0.00942,0.28986,0.00433,0.13056,0.04251
combined,0.6,residual_dynamics_repair,0.44417,0.04423,0.50066,0.03571,0.06500,0.01497,0.22667,0.02920,0.31757,0.03890,0.14081,0.00229,0.44271,0.00749,0.47363,0.13335,0.05906,0.00365,0.18906,0.01188,0.33515,0.00602,-0.09635,0.08231
combined,0.6,mechanics_gap_auditor_v5,0.47167,0.04357,0.63943,0.02223,0.06750,0.01344,0.19667,0.02768,0.41875,0.03799,0.11181,0.00138,0.36874,0.00493,0.59222,0.07598,0.06766,0.00260,0.16385,0.01244,0.30174,0.00626,-0.00317,0.07961
combined,0.6,oracle_mechanics_repair,0.61917,0.03231,0.82864,0.02072,0.03917,0.01090,0.13000,0.02703,0.53690,0.03718,0.10534,0.00194,0.13144,0.00505,0.97546,0.01634,0.09165,0.00158,0.10362,0.01315,0.20329,0.00495,0.32628,0.07091
combined,0.8,ensemble_variance_gate,0.28333,0.02689,0.44337,0.03365,0.09917,0.02014,0.21083,0.01421,0.37276,0.11938,0.24665,0.00295,0.63523,0.00623,0.47111,0.23171,0.04928,0.00167,0.32852,0.01068,0.41698,0.00396,-0.36630,0.04481
combined,0.8,conformal_risk_gate,0.23250,0.01408,0.29151,0.03928,0.15000,0.01963,0.11333,0.02338,0.55000,0.27568,0.27712,0.00273,0.79509,0.00378,0.31000,0.22675,0.06097,0.00264,0.41270,0.01070,0.41805,0.00322,-0.40451,0.04400
combined,0.8,active_probe_then_plan,0.42083,0.03195,0.65773,0.02447,0.03167,0.00680,0.25333,0.02111,0.51085,0.02698,0.11138,0.00151,0.35206,0.00631,0.56801,0.07471,0.08104,0.00392,0.17369,0.00964,0.32872,0.00494,-0.11276,0.05282
combined,0.8,robust_mpc_fallback,0.50250,0.03194,0.13955,0.03078,0.02583,0.01017,0.14167,0.02323,0.18333,0.20917,0.20161,0.00135,0.56801,0.00472,0.15000,0.20917,0.03653,0.00164,0.16281,0.00823,0.30429,0.00328,0.06980,0.04894
combined,0.8,residual_dynamics_repair,0.39917,0.02044,0.54797,0.03030,0.03417,0.00748,0.22667,0.02077,0.34869,0.03824,0.13600,0.00132,0.44655,0.00566,0.59458,0.07886,0.06114,0.00242,0.20389,0.00770,0.34945,0.00329,-0.13589,0.02277
combined,0.8,mechanics_gap_auditor_v5,0.44667,0.03742,0.65106,0.02838,0.03833,0.01270,0.23583,0.02766,0.46475,0.03832,0.10955,0.00126,0.37117,0.00594,0.61937,0.06582,0.07253,0.00232,0.18584,0.01012,0.31488,0.00485,-0.07614,0.07553
combined,0.8,oracle_mechanics_repair,0.57667,0.02161,0.85724,0.02280,0.01833,0.00800,0.15917,0.01344,0.59816,0.04190,0.10983,0.00142,0.13080,0.00588,0.98584,0.01420,0.09051,0.00272,0.11036,0.00813,0.21281,0.00313,0.25421,0.02635
combined,1.0,ensemble_variance_gate,0.25333,0.02401,0.45953,0.02740,0.05083,0.01179,0.22250,0.00975,0.37905,0.14891,0.23710,0.00223,0.63793,0.00417,0.46298,0.15534,0.05036,0.00186,0.35086,0.00979,0.42975,0.00325,-0.40029,0.02629
combined,1.0,conformal_risk_gate,0.20833,0.03099,0.29490,0.03221,0.08583,0.01378,0.13083,0.01143,0.18333,0.20917,0.26646,0.00229,0.80101,0.00362,0.26190,0.13663,0.06375,0.00242,0.43665,0.02005,0.43206,0.00237,-0.43501,0.05039
combined,1.0,active_probe_then_plan,0.40584,0.02871,0.65088,0.02937,0.01250,0.00609,0.26667,0.02722,0.51019,0.03551,0.11340,0.00179,0.35997,0.00485,0.58105,0.07325,0.07676,0.00252,0.18999,0.01022,0.34563,0.00225,-0.14397,0.05254
combined,1.0,robust_mpc_fallback,0.42833,0.02234,0.13060,0.02230,0.01167,0.00436,0.15583,0.01722,0.13333,0.13600,0.19432,0.00116,0.57848,0.00244,0.30333,0.23180,0.03749,0.00170,0.18143,0.00712,0.31893,0.00202,-0.02732,0.03993
combined,1.0,residual_dynamics_repair,0.38333,0.02689,0.55814,0.02909,0.01833,0.00475,0.24750,0.01949,0.38336,0.03952,0.13552,0.00153,0.44954,0.00563,0.51869,0.11047,0.05988,0.00250,0.21766,0.01149,0.36106,0.00338,-0.17727,0.04516
combined,1.0,mechanics_gap_auditor_v5,0.40333,0.03928,0.68263,0.02839,0.01667,0.00644,0.25917,0.02184,0.45682,0.05761,0.11157,0.00083,0.37755,0.00550,0.68271,0.05275,0.07098,0.00228,0.19676,0.01444,0.33175,0.00413,-0.14510,0.06648
combined,1.0,oracle_mechanics_repair,0.52250,0.01521,0.87495,0.02070,0.01750,0.00748,0.17333,0.02920,0.62492,0.02624,0.11736,0.00177,0.13428,0.00512,0.96643,0.01935,0.08968,0.00311,0.12596,0.00787,0.22771,0.00353,0.17498,0.04620
